DATE_STRIN,LATITUDE,LONGITUDE,PENUMBRAL,PARTIAL ECLIPSE,DURATION
1445/5/21,23S,106W,101.9,-,-
1445/10/16,11N,9W,251.8,-,-
1446/4/11,11S,117E,311.3,199.1,67
1446/10/5,8N,19W,349.2,204.4,-
1447/4/1,8S,101W,326.8,203.2,58.1
1447/9/24,4N,127W,334,211.3,80.5
1448/3/20,5S,138E,242.1,-,-
1448/9/12,0N,24E,249,63.3,-
1449/2/7,13N,30E,278.3,-,-
1449/8/4,16S,99W,267,106.8,-
1450/1/28,16N,6W,348.5,213.2,69
1450/7/24,18S,77E,346.6,222.4,97.8
1451/1/17,18N,151W,322.3,200.6,59.5
1451/7/14,20S,0E,338.5,180.3,-
1452/1/7,20N,13W,239.4,-,-
1452/6/2,24S,158W,154.7,-,-
1452/7/2,21S,10W,175.5,-,-
1452/11/27,24N,68W,252.8,-,-
1453/5/22,23S,100E,315.4,178.2,-
1453/11/16,21N,171E,352.3,212.5,59.9
1454/5/12,20S,104W,320.4,210.9,93.7
1454/11/5,18N,153E,370,221.6,69.6
1455/5/1,17S,2E,259.7,105.8,-
1455/10/25,14N,159E,285.1,-,-
1456/3/22,5S,74W,264.2,23.5,-
1456/9/14,1N,105W,239.1,-,-
1457/3/11,0S,162W,362.4,221.9,79.1
1457/9/3,4S,28E,310.6,199.3,69.5
1458/2/28,5N,162W,363.6,212.8,31.3
1458/8/24,8S,140E,313.2,198.7,62.2
1459/2/17,10N,178E,257.2,-,-
1459/7/15,19S,111E,43.6,-,-
1459/8/14,13S,59W,230.9,-,-
1460/1/8,20N,129W,250.6,40.3,-
1460/7/3,21S,61E,315.7,125.7,-
1460/12/28,22N,1W,312.7,199.9,72.5
1461/6/22,23S,50E,369.4,233.5,104.6
1461/12/17,24N,136E,322.9,201.9,64.6
1462/6/12,24S,29W,312,164.2,-
1462/12/7,24N,10W,256.5,-,-
1463/5/3,17S,105W,217.3,-,-
1463/6/1,24S,144E,140.3,-,-
1463/10/27,15N,124W,245,-,-
1464/4/22,15S,0E,308.5,194.6,50.8
1464/10/15,12N,135W,346.2,200.2,-
1465/4/11,12S,144E,330.6,208.2,72
1465/10/4,8N,111E,334.3,212.7,85.5
1466/3/31,9S,27E,254.6,-,-
1466/9/24,5N,99W,255.4,85.3,-
1467/2/19,9N,85W,271.5,-,-
1467/8/15,12S,146E,258.4,78.6,-
1468/2/8,12N,128W,346,211.3,64.5
1468/8/4,15S,29W,346.4,220,90.8
1469/1/27,15N,81E,321.8,201.3,63.1
1469/7/24,17S,99W,347.3,194.6,-
1470/1/17,18N,144W,240.5,11.9,-
1470/6/13,25S,104E,105.9,-,-
1470/7/13,19S,106W,208.7,-,-
1470/12/8,24N,164E,252.8,-,-
1471/6/3,24S,5W,306.4,164.3,-
1471/11/27,23N,48E,353.2,212.1,56.8
1472/5/22,22S,144E,320.7,212.5,98
1472/11/15,21N,36E,371.2,222.8,73.2
1473/5/12,19S,112W,268.7,126.1,-
1473/11/4,17N,40E,288.5,11.7,-
1474/4/2,9S,171E,255.2,-,-
1474/9/25,5N,134E,231.1,-,-
1475/3/22,4S,87E,360.8,218.7,68.2
1475/9/15,1N,94W,308.5,195.7,58.8
1476/3/10,1N,87E,365.5,217.2,53.9
1476/9/3,4S,21E,316.7,202.7,73.1
1477/2/27,6N,61E,262.7,-,-
1477/8/24,9S,170W,244.9,-,-
1478/1/18,17N,101E,248.8,34.7,-
1478/7/15,19S,36W,302.7,85.8,-
1479/1/8,20N,133W,312.6,199.6,71.6
1479/7/4,22S,47W,366.9,230.6,98.8
1479/12/28,23N,7E,324,202.5,65.2
1480/6/22,24S,132W,318.9,179.1,-
1480/12/17,24N,134W,258,-,-
1481/5/13,19S,142E,201.5,-,-
1481/6/11,25S,35E,168.9,-,-
1481/11/6,18N,119E,240,-,-
1482/5/3,18S,115W,305,188.5,11.5
1482/10/26,15N,106E,343.6,196.7,-
1483/4/22,15S,32E,334.4,212.9,83.2
1483/10/16,12N,12W,334.2,213.5,88.7
1484/4/11,13S,81W,267.9,-,-
1484/10/4,9N,136E,260.3,99.2,-
1485/3/1,5N,162E,263.1,-,-
1485/8/25,8S,31E,249.4,30.1,-
1486/2/18,9N,111E,343.1,209,58.2
1486/8/15,11S,137W,345.7,216.5,80.5
1487/2/8,12N,46W,321.3,202.3,67.3
1487/8/4,14S,161E,354.6,205.8,-
1488/1/28,15N,85E,242.2,33.8,-
1488/7/23,17S,155E,234.4,-,-
1488/12/18,24N,36E,252.6,-,-
1489/6/13,24S,111W,296.6,147.8,-
1489/12/8,24N,74W,354.1,211.8,53.9
1490/6/2,23S,33E,320.5,213.1,99.8
1490/11/27,22N,82W,372.1,223.7,75.7
1491/5/23,21S,135E,277.4,143.5,-
1491/11/16,20N,80W,290.6,41.7,-
1492/4/12,13S,58E,243.4,-,-
1492/5/12,19S,95W,52,-,-
1492/10/5,10N,11E,224.5,-,-
1493/4/2,9S,21W,358.3,214,49.5
1493/9/25,5N,142E,306.4,192.2,46.4
1494/3/22,4S,22W,367.4,221.7,70.1
1494/9/15,0N,99W,319.6,205.8,80.5
1495/3/11,1N,55W,269.3,-,-
1495/9/4,5S,76E,256.9,-,-
1496/1/30,14N,29W,246.4,22.8,-
1496/7/25,17S,134W,288.3,-,-
1497/1/18,18N,96E,312.3,199.2,70.2
1497/7/14,20S,145W,363.5,226.1,88.8
1498/1/8,21N,123W,325.1,203.2,65.9
1498/7/3,23S,123E,324.4,190.8,-
1498/12/28,24N,102E,259.3,-,-
1499/5/24,21S,29E,182.8,-,-
1499/6/23,24S,75W,191.8,-,-
1499/11/17,20N,2E,235.8,-,-
1500/5/13,20S,132E,300.5,180.6,-
1500/11/6,18N,15W,341.4,193.9,-
1501/5/3,18S,79W,337.8,217,91.9
1501/10/26,16N,137W,333.8,213.9,90.8
1502/4/22,16S,174E,281.3,-,-
1502/10/15,13N,9E,264.1,108.8,-
1503/3/12,1N,50E,251.9,-,-
1503/9/6,4S,87W,240.6,-,-
1504/3/1,4N,8W,339.7,205.8,47.6
1504/8/25,8S,113E,344.6,212.3,66.5
1505/2/18,8N,172W,321.2,203.7,72.4
1505/8/14,11S,60E,360.6,214.4,44.7
1506/2/8,11N,44W,244.6,49.8,-
1506/8/3,14S,55E,255.4,-,-
1506/12/30,23N,93W,252.4,-,-
1507/6/24,24S,143E,285.5,127,-
1507/12/19,24N,163E,354.9,211.7,51.6
1508/6/13,24S,78W,319.6,212.6,99.4
1508/12/7,23N,158E,372.7,224.3,77.4
1509/6/2,22S,23E,285.4,158,-
1509/11/26,22N,159E,291.9,54.5,-
1510/4/24,17S,52W,229,-,-
1510/5/23,21S,156E,108.1,-,-
1510/10/17,14N,114W,219,-,-
1511/4/13,13S,127W,354.7,207.5,-
1511/10/6,9N,17E,304.7,189,31.4
1512/4/1,8S,129W,369.1,225.9,82.9
1512/9/25,4N,139E,322.1,208.1,85.6
1513/3/21,3S,169W,276.5,29.8,-
1513/9/15,0S,39W,266.8,-,-
1514/2/9,10N,157W,243,-,-
1514/8/5,13S,127E,272.6,-,-
1515/1/30,15N,35W,311.9,198.5,67.8
1515/7/25,17S,115E,359.2,220.1,73.4
1516/1/19,19N,109E,326.4,204.2,67.6
1516/7/13,21S,18E,328.7,199.7,27.4
1517/1/8,22N,22W,260.9,-,-
1517/6/4,22S,83W,160.1,-,-
1517/7/3,23S,175E,210.9,-,-
1517/11/28,22N,117W,232.8,-,-
1518/5/24,22S,20E,295,170.5,-
1518/11/17,21N,137W,339.5,191.9,-
1519/5/14,21S,173E,340.8,220.4,98.3
1519/11/6,19N,96E,333.2,213.9,92.1
1520/5/2,19S,71E,294.6,81.5,-
1520/10/26,16N,119W,266.9,115.5,-
1521/3/23,4S,60W,238.5,-,-
1521/9/16,0N,154E,232.1,-,-
1521/10/15,14N,1E,53.1,-,-
1522/3/12,0N,125W,335.8,201.8,29.3
1522/9/5,3S,2E,343.1,207.4,46.4
1523/3/1,4N,63E,321.2,205.3,77.7
1523/8/26,7S,44W,365.5,221,68.9
1524/2/19,7N,173W,248,65.6,-
1524/8/14,10S,47W,272.1,-,-
1525/1/9,21N,140E,251.7,-,-
1525/7/4,23S,36E,273.8,101,-
1525/12/29,23N,41E,355.6,211.4,48.4
1526/6/24,23S,172E,318.2,211,96.4
1526/12/18,23N,39E,373.1,224.9,79
1527/6/14,23S,88W,293,170.6,-
1527/12/7,23N,37E,292.6,62.3,-
1528/5/4,20S,160W,210.4,-,-
1528/6/2,22S,48E,144.9,-,-
1528/10/27,17N,119E,214.8,-,-
1529/4/23,16S,130E,349.9,198.6,-
1529/10/17,13N,111W,303.3,186.3,1.7
1530/4/12,12S,126E,370.5,229.6,92.9
1530/10/6,9N,15E,324.3,209.9,89
1531/4/1,7S,79E,284.2,79,-
1531/9/26,4N,155W,275,58.4,-
1532/2/20,6N,76E,238.5,-,-
1532/8/15,10S,25E,256,-,-
1533/2/9,11N,164W,311.2,197.6,64.5
1533/8/4,14S,13E,354.1,212.8,49.4
1534/1/30,15N,19W,327.8,205.4,70
1534/7/25,18S,90W,331.9,206.4,61.1
1535/1/19,19N,145W,263.1,-,-
1535/6/15,22S,166E,131.7,-,-
1535/7/14,21S,64E,226.9,-,-
1535/12/9,22N,124E,230.2,-,-
1536/6/4,23S,91W,288.5,157.9,-
1536/11/27,22N,100E,337.8,190.3,-
1537/5/24,22S,67E,343.3,222.7,102.1
1537/11/17,21N,31W,332.5,213.8,92.9
1538/5/14,21S,30W,307.5,118.3,-
1538/11/6,20N,111E,268.9,120.1,-
1539/4/3,8S,167W,221.4,-,-
1539/9/27,4N,33E,224.4,-,-
1539/10/27,17N,127W,71.9,-,-
1540/3/22,4S,119E,331,196.4,-
1540/9/16,1N,111W,341.6,202.4,-
1541/3/12,1S,60W,321.3,207.1,83.3
1541/9/5,3S,149W,369.3,225.8,82.7
1542/3/1,3N,60E,252.1,80.7,-
1542/8/25,7S,151W,285.8,-,-
1543/1/20,19N,13E,250.3,-,-
1543/7/16,21S,71W,261,62.9,-
1544/1/10,21N,81W,356,211,44.6
1544/7/4,22S,60E,316.1,208.3,90.9
1544/12/29,22N,80W,373.4,225.5,80.7
1545/6/24,22S,161E,299.6,181,-
1545/12/18,22N,85W,292.9,68.2,-
1546/5/15,22S,94E,187.1,-,-
1546/6/14,22S,59W,174,-,-
1546/11/8,20N,9W,211.7,-,-
1547/5/4,19S,28E,343.7,186.8,-
1547/10/28,17N,121E,302.2,184.2,-
1548/4/22,15S,24E,371.4,232.4,100.3
1548/10/17,13N,110W,326.1,211.2,91.4
1549/4/12,11S,31W,292,108.4,-
1549/10/6,8N,87E,281.9,78.9,-
1550/3/3,2N,50W,232.7,-,-
1550/4/1,7S,168E,12.9,-,-
1550/8/27,6S,78W,238.8,-,-
1551/2/20,7N,68E,310.3,196,58.9
1551/8/16,10S,92W,348.7,204.5,-
1552/2/10,12N,145W,329.5,207.2,73.5
1552/8/4,15S,161E,334.1,211.3,77.5
1553/1/29,16N,94E,266.2,-,-
1553/6/25,21S,54E,93.6,-,-
1553/7/25,18S,49W,240.2,2.5,-
1553/12/19,22N,4E,228.2,-,-
1554/6/15,23S,159E,280.7,141.8,-
1554/12/9,23N,24W,336.3,189.3,-
1555/6/5,23S,38W,345,223.7,103.1
1555/11/28,23N,160W,331.7,213.5,93.3
1556/5/24,23S,129W,319.6,145.4,-
1556/11/17,22N,19W,270.2,123,-
1557/4/13,11S,87E,200.7,-,-
1557/5/13,22S,142W,83.9,-,-
1557/10/8,8N,89W,217.2,-,-
1557/11/6,20N,105E,83.5,-,-
1558/4/2,8S,5E,325.6,189.8,-
1558/9/27,5N,135E,340.1,197.2,-
1559/3/23,5S,178E,321.5,209,88.5
1559/9/16,1N,103E,372.2,229.3,91.3
1560/3/12,1S,65W,257.1,95.8,-
1560/9/4,3S,102E,296.6,72.8,-
1561/1/31,15N,113W,247.8,-,-
1561/7/26,18S,179E,247.8,-,-
1562/1/20,18N,158E,356.1,210.1,38
1562/7/16,20S,52W,313.4,204.6,82.5
1563/1/9,20N,161E,373.5,226.2,82.6
1563/7/5,21S,50E,305.6,189.7,23.4
1563/12/29,22N,152E,293.1,74.1,-
1564/5/26,24S,9W,156.1,-,-
1564/6/24,22S,165W,198.6,-,-
1564/11/18,23N,138W,209.8,-,-
1564/12/17,22N,42E,23,-,-
1565/5/15,22S,71W,335.7,171.1,-
1565/11/8,20N,9W,301.4,182.5,-
1566/5/4,18S,77W,371.6,234.1,104.7
1566/10/28,16N,123E,327.8,212.2,92.9
1567/4/23,15S,140W,299.8,131.9,-
1567/10/18,12N,33W,287.4,91.4,-
1568/3/13,2S,174W,225.5,-,-
1568/4/11,11S,51E,85.4,-,-
1568/9/6,1S,177E,221.2,-,-
1569/3/3,3N,59W,308.9,193.9,50.5
1569/8/26,6S,162E,342.9,195.6,-
1570/2/20,7N,90E,331.4,209.2,77.5
1570/8/15,11S,50E,335.4,214.6,87.6
1571/2/10,12N,27W,270.2,-,-
1571/8/5,15S,163W,251.3,75.3,-
1571/12/31,21N,115W,225.6,-,-
1572/6/25,22S,49E,271.9,121.5,-
1572/12/19,23N,148W,334.8,188.5,-
1573/6/15,23S,143W,345.9,223.4,101.1
1573/12/8,24N,71E,330.8,213.2,93.5
1574/6/4,24S,133E,330.8,167.1,-
1574/11/28,24N,150W,271.1,125,-
1575/4/25,15S,16W,173.8,-,-
1575/5/24,24S,122E,144.3,-,-
1575/10/19,12N,147E,211.4,-,-
1575/11/18,23N,24W,89.6,-,-
1576/4/13,12S,108W,319.2,181.4,-
1576/10/7,9N,18E,338.9,192.4,-
1577/4/2,9S,59E,321.7,210.7,93.1
1577/9/27,5N,7W,374.4,231.6,96.7
1578/3/23,6S,172E,262.7,110.4,-
1578/9/16,2N,7W,305.2,103.5,-
1579/2/11,12N,122E,244.2,-,-
1579/8/6,15S,68E,234.1,-,-
1580/1/31,15N,39E,355.8,208.7,26.3
1580/7/26,17S,166W,310.3,200,70.8
1581/1/19,18N,43E,373.6,227,84.9
1581/7/16,19S,62W,310.7,196.9,56.5
1582/1/8,20N,30E,293.5,80.2,-
1582/6/6,25S,112W,112.5,-,-
1582/7/5,20S,89E,219.8,-,-
1582/12/9,24N,93E,208.5,-,-
1583/1/8,21N,87W,38.4,-,-
1583/6/5,23S,168W,325.9,150.3,-
1583/11/29,22N,140W,301,181.3,-
1584/5/24,21S,177W,370.9,234.5,106.1
1584/11/18,19N,4W,329.3,213.1,94
1585/5/13,18S,113E,307.1,151.1,-
1585/11/7,16N,154W,291.8,99.8,-
1586/4/3,7S,64E,216.4,-,-
1586/5/3,14S,64W,121.9,-,-
1586/9/27,3N,69E,203.8,-,-
1587/3/24,2S,177E,307.1,190.8,35.7
1587/9/16,2S,53E,337.3,186.6,-
1588/3/13,3N,33W,333.5,211.6,82.5
1588/9/5,7S,64W,336,216.6,93.8
1589/3/2,8N,145W,275.3,-,-
1589/8/25,12S,81E,260.7,102.9,-
1590/1/20,19N,125E,222.7,-,-
1590/7/17,20S,61W,261.7,93.9,-
1591/1/9,22N,88E,333.3,187.7,-
1591/7/6,23S,114E,345.9,221.6,95.7
1591/12/30,23N,59W,329.8,212.9,93.7
1592/6/24,24S,36E,340.7,184.6,-
1592/12/18,24N,78E,271.7,126.4,-
1593/5/15,18S,119W,139.2,-,-
1593/6/13,25S,25E,184.3,-,-
1593/11/8,16N,22E,206.6,-,-
1593/12/8,24N,154W,93.1,-,-
1594/5/4,15S,142E,311.9,171,-
1594/10/29,13N,99W,337.9,188,-
1595/4/24,13S,59W,321.7,212,96.7
1595/10/18,10N,118W,376,233.1,100.2
1596/4/12,10S,51E,268.9,124.8,-
1596/10/6,6N,119W,311.8,122.6,-
1597/3/4,7N,0W,238.7,-,-
1597/8/27,11S,46W,220.3,-,-
1597/9/25,2N,152E,86.7,-,-
1598/2/21,11N,80W,355,206.5,-
1598/8/16,14S,80E,306.8,194.6,54.2
1599/2/10,14N,74W,373.8,228.1,88
1599/8/6,17S,174W,315.1,202.6,73.1
1600/1/30,17N,93W,294.2,87.7,-
1600/7/26,18S,17W,238.3,-,-
1600/12/20,25N,38W,207.6,-,-
1601/1/18,19N,145E,50.9,-,-
1601/6/15,24S,96E,314.1,121.7,-
1601/12/9,23N,89E,300.8,180.6,-
1602/6/4,23S,85E,369.2,233.2,104
1602/11/29,21N,132W,330.7,213.7,94.6
1603/5/24,20S,7E,313.9,167.4,-
1603/11/18,18N,84E,295.3,105.2,-
1604/4/14,11S,57W,205.2,-,-
1604/5/13,17S,178W,150.2,-,-
1604/10/8,7N,40W,187.1,-,-
1605/4/3,6S,54E,304.8,186.9,-
1605/9/27,2N,58W,331.8,177.4,-
1606/3/24,1S,154W,335.8,214.1,87.5
1606/9/16,3S,180W,336,217.7,97.5
1607/3/13,4N,98E,281.6,-,-
1607/9/6,8S,37W,268.3,121.3,-
1608/1/31,16N,6E,218.3,-,-
1608/7/27,18S,172W,250.7,50.5,-
1608/8/25,12S,71E,21.1,-,-
1609/1/20,20N,37W,331.4,186.5,-
1609/7/16,21S,10E,345,218.3,86.3
1610/1/9,22N,171E,328.8,212.6,93.9
1610/7/6,23S,61W,349.4,199.1,-
1610/12/30,24N,54W,272.1,127.3,-
1611/5/26,20S,140E,86.2,-,-
1611/6/25,25S,71W,216,-,-
1611/11/20,19N,105W,203.1,-,-
1611/12/19,25N,76E,94.4,-,-
1612/5/14,18S,33E,303.4,157.9,-
1612/11/8,16N,142E,337.3,184.5,-
1613/5/4,16S,175W,321.4,212.8,99
1613/10/28,13N,128E,377.2,234.1,102.3
1614/4/24,14S,68W,275.4,138.3,-
1614/10/17,10N,127E,316.8,135.9,-
1615/3/15,3N,121W,231.4,-,-
1615/4/13,10S,65E,55.6,-,-
1615/9/7,7S,161W,206.5,-,-
1615/10/6,6N,34E,117.5,-,-
1616/3/3,7N,164E,353.5,203.4,-
1616/8/27,10S,37W,303.1,188.6,26.4
1617/2/20,11N,169E,373.9,229.3,91.4
1617/8/16,13S,72E,318.8,207,83.7
1618/2/9,14N,145E,295.4,96.3,-
1618/8/6,16S,124W,254.4,-,-
1618/12/31,24N,168W,206.8,-,-
1619/1/29,16N,17E,63.5,-,-
1619/6/27,24S,0W,300.2,77.7,-
1619/12/21,24N,42W,300.7,180,-
1620/6/15,24S,12W,366.5,230.2,97.9
1620/12/9,23N,99E,332,214.3,95.1
1621/6/4,22S,98W,319.9,180.9,-
1621/11/29,21N,38W,298.1,108.8,-
1622/4/25,14S,175W,191.4,-,-
1622/5/24,20S,70E,174.3,-,-
1622/10/19,11N,152W,171.9,-,-
1623/4/15,10S,66W,301.6,181.4,-
1623/10/8,6N,173W,326.8,169.1,-
1624/4/3,5S,88E,338.1,216.8,92.5
1624/9/26,2N,62E,335.6,218,99.5
1625/3/24,1S,16W,289,55,-
1625/9/16,3S,157W,274.6,134.8,-
1626/2/11,13N,112W,212.7,-,-
1626/8/7,15S,77E,238.2,-,-
1626/9/6,8S,46W,85.7,-,-
1627/1/31,17N,161W,329.4,185.2,-
1627/7/28,19S,94W,343.3,213.5,71.4
1628/1/20,20N,41E,327.9,212.4,94.2
1628/7/16,22S,158W,356.8,210.5,19.9
1629/1/9,23N,174E,272.4,128.2,-
1629/7/5,24S,167W,241.7,-,-
1629/11/30,21N,129E,200.4,-,-
1629/12/30,25N,54W,95,-,-
1630/5/26,20S,76W,293.7,141.7,-
1630/11/19,19N,22E,336.9,181.4,-
1631/5/15,19S,70E,320.7,213,99.8
1631/11/8,17N,13E,378.1,234.7,103.5
1632/5/4,17S,175E,282.1,151.1,-
1632/10/27,14N,11E,320.5,145.4,-
1633/3/25,1S,121E,221.4,-,-
1633/4/24,14S,50W,98.9,-,-
1633/9/17,3S,81E,193.3,-,-
1633/10/17,11N,86W,137.3,-,-
1634/3/14,3N,50E,351.1,198.8,-
1634/9/7,7S,155W,299.3,182.2,-
1635/3/3,7N,55E,374.1,230.7,95.3
1635/8/28,10S,43W,321.9,210.2,90.8
1636/2/20,10N,25E,297.3,106.7,-
1636/8/16,13S,128E,268.4,47.8,-
1637/1/10,23N,61E,205.9,-,-
1637/2/9,13N,111W,76.7,-,-
1637/7/7,24S,96W,283.9,-,-
1637/12/31,24N,174W,300.7,179.7,-
1638/6/26,24S,110W,362.6,225.3,86.8
1638/12/21,23N,30W,333.3,214.8,95.4
1639/6/15,23S,157E,325,192.1,-
1639/12/10,22N,161W,300.1,110.7,-
1640/5/5,18S,68E,174.8,-,-
1640/6/4,21S,42W,194.8,-,-
1640/10/29,15N,94E,157.8,-,-
1641/4/25,14S,176E,297.8,174.6,-
1641/10/18,11N,71E,322.2,161.4,-
1642/4/15,10S,28W,340.4,219.3,96.9
1642/10/8,6N,58W,335,217.9,100.3
1643/4/4,5S,127W,297.3,87.2,-
1643/9/27,1N,81E,279.6,144.7,-
1644/2/22,9N,131E,204.5,-,-
1644/8/18,12S,36W,225.2,-,-
1644/9/16,4S,166W,115,-,-
1645/2/10,13N,75E,326.8,183.1,-
1645/8/7,16S,162E,340.8,207.1,46.7
1646/1/31,17N,88W,327,212.3,94.7
1646/7/27,19S,105E,362.8,219.4,64.2
1647/1/20,21N,43E,273,129.7,-
1647/7/16,22S,97E,263.3,-,-
1647/12/11,22N,1E,198.7,-,-
1648/1/10,23N,176E,95.3,-,-
1648/6/5,22S,177E,282.8,120.8,-
1648/11/30,21N,99W,336.9,179,-
1649/5/26,21S,43W,319.6,212.2,98.6
1649/11/19,20N,103W,378.6,234.9,104.1
1650/5/15,20S,60E,288.8,163.1,-
1650/11/8,17N,107W,323.1,152,-
1651/4/5,5S,5E,208.5,-,-
1651/5/5,18S,163W,130.8,-,-
1651/9/29,1N,39W,180.8,-,-
1651/10/28,14N,151E,151.1,-,-
1652/3/25,2S,62W,347.9,192.6,-
1652/9/17,2S,84E,295.6,175.7,-
1653/3/14,2N,59W,374.1,232.1,98.9
1653/9/7,6S,159W,324.4,212.6,95.4
1654/3/3,6N,95W,299.8,117.6,-
1654/8/27,9S,19E,280.5,89.3,-
1655/1/22,21N,70W,204.3,-,-
1655/2/20,9N,122E,91.8,-,-
1655/7/18,22S,169E,265.4,-,-
1656/1/11,22N,54E,300.5,179.2,-
1656/7/6,23S,152E,357.6,218.6,69
1656/12/31,23N,159W,334.5,215.4,95.7
1657/6/25,23S,52E,329.1,201,35.9
1657/12/20,23N,75E,301.9,112,-
1658/5/17,21S,47W,153.4,-,-
1658/6/15,22S,152W,213.1,-,-
1658/11/10,18N,21W,146.2,-,-
1658/12/9,22N,56E,37.2,-,-
1659/5/6,17S,60E,292.8,165.3,-
1659/10/30,14N,47W,318.4,155.1,-
1660/4/25,13S,141W,342.5,221.4,100.5
1660/10/18,10N,179E,334.2,217.5,100.5
1661/4/14,9S,124E,306.2,112.5,-
1661/10/8,5N,43W,283.7,152.4,-
1662/3/4,5N,15E,194.3,-,-
1662/8/29,8S,149W,211.1,-,-
1662/9/27,1N,73E,135.6,-,-
1663/2/22,10N,47W,323.8,180.2,-
1663/8/18,13S,56E,337.6,199.4,-
1664/2/11,14N,143E,326.1,212.3,95.4
1664/8/6,17S,6E,367.6,226,83.5
1665/1/31,18N,89W,273.9,131.8,-
1665/7/27,20S,1W,281,-,-
1665/12/22,22N,126W,197.3,-,-
1666/1/20,21N,46E,96.6,-,-
1666/6/16,23S,70E,270.5,92.6,-
1666/12/11,23N,140E,337,177.2,-
1667/6/6,23S,155W,317.8,210.4,95.2
1667/11/30,22N,140E,379,235.1,104.5
1668/5/26,22S,53W,295.2,173.8,-
1668/11/18,20N,133E,324.6,156.6,-
1669/4/16,9S,108W,191.5,-,-
1669/5/15,20S,86E,158.2,-,-
1669/10/9,5N,161W,169.5,-,-
1669/11/7,18N,27E,160.9,-,-
1670/4/5,6S,172W,343.4,184.1,-
1670/9/29,2N,38W,292.2,169.3,-
1671/3/25,2S,169W,374,233.4,102.3
1671/9/18,2S,82E,326.5,214.2,98.1
1672/3/13,2N,147E,303,129.5,-
1672/9/7,5S,92W,291,113.7,-
1673/2/1,18N,160E,202,-,-
1673/3/3,5N,4W,107.2,-,-
1673/7/28,20S,72E,244.2,-,-
1674/1/22,20N,78W,300.4,178.6,-
1674/7/17,21S,54E,351.6,209.9,35.2
1675/1/11,22N,72E,335.7,216,96
1675/7/7,22S,53W,332.3,207.9,66.2
1676/1/1,22N,48W,303.4,113.1,-
1676/5/27,23S,160W,126.3,-,-
1676/6/25,22S,97E,228.9,-,-
1676/11/20,21N,138W,136.5,-,-
1676/12/20,22N,63W,52.9,-,-
1677/5/17,20S,54W,286.8,153.7,-
1677/11/9,18N,167W,315.1,149.7,-
1678/5/6,17S,108E,344.3,223,102.5
1678/10/29,14N,54E,333.2,216.9,100.2
1679/4/25,13S,18E,315.6,134.9,-
1679/10/19,9N,168W,286.9,158,-
1680/3/15,1N,99W,180.3,-,-
1680/4/13,8S,11E,73.6,-,-
1680/9/8,4S,95E,196.8,-,-
1680/10/8,5N,49W,150.6,-,-
1681/3/4,6N,169W,320.1,176.2,-
1681/8/29,9S,51W,334,190.6,-
1682/2/21,10N,15E,325.3,212.5,96.4
1682/8/18,13S,93W,371.2,230.7,95
1683/2/11,15N,141E,275.2,134.9,-
1683/8/7,17S,101W,295.7,73.7,-
1684/1/2,22N,106E,196.1,-,-
1684/2/1,19N,83W,99.6,-,-
1684/6/27,22S,37W,257,46.1,-
1684/12/21,23N,18E,337.4,176,-
1685/6/16,23S,94E,315.4,207.5,89
1685/12/10,23N,21E,379.1,235.1,104.7
1686/6/6,23S,165W,301.3,183.4,-
1686/11/29,22N,12E,325.4,159.7,-
1687/4/27,13S,141E,169,-,-
1687/5/27,23S,23W,182.7,-,-
1687/10/20,9N,74E,159.6,-,-
1687/11/19,21N,99W,167.6,-,-
1688/4/15,10S,81E,337.7,173,-
1688/10/9,6N,162W,289.1,163.2,-
1689/4/4,6S,82E,373.6,234.2,104.7
1689/9/29,3N,38W,328.2,215.2,99.5
1690/3/24,3S,30E,306.7,141.7,-
1690/9/18,1S,156E,300,131.2,-
1691/2/12,15N,30E,198.4,-,-
1691/3/14,1N,127W,123.8,-,-
1691/8/9,17S,26W,220.6,-,-
1692/2/2,17N,152E,299.8,177.5,-
1692/7/28,19S,46W,344.7,199.6,-
1693/1/22,19N,57W,336.9,216.7,96.6
1693/7/17,21S,159W,334.4,213,82.4
1694/1/11,21N,171W,305,114.6,-
1694/6/7,24S,88E,87,-,-
1694/7/7,22S,13W,242.8,39,-
1694/12/1,23N,104E,129.5,-,-
1694/12/31,22N,177E,63.1,-,-
1695/5/28,22S,166W,279.3,138.2,-
1695/11/20,21N,71E,312.6,146,-
1696/5/16,20S,1W,345.5,223.6,102.7
1696/11/9,17N,71W,332.3,216.3,99.8
1697/5/6,16S,87W,324.9,154.5,-
1697/10/29,13N,65E,289.3,162.1,-
1698/3/26,4S,149E,162,-,-
1698/4/25,12S,93W,125.8,-,-
1698/9/20,0N,22W,181.8,-,-
1698/10/19,9N,173W,161.9,-,-
1699/3/15,1N,71E,315.7,171,-
1699/9/9,5S,160W,330,180.7,-
1700/3/5,6N,111W,324.5,212.7,97.5
1700/8/29,9S,165E,373.8,233.7,101.7
1701/2/22,11N,11E,277,138.8,-
1701/8/18,14S,158E,307.8,114.3,-
1702/1/14,20N,21W,194.5,-,-
1702/2/12,15N,149E,104.6,-,-
1702/7/9,21S,144W,242.1,-,-
1703/1/3,22N,103W,337.6,174.7,-
1703/6/29,23S,18W,312.4,203.4,79.5
1703/12/23,23N,98W,379.1,235.1,104.7
1704/6/17,24S,84E,306.8,191.7,35.7
1704/12/11,24N,110W,325.7,162,-
1705/5/8,16S,33E,138.1,-,-
1705/6/7,24S,130W,204.8,-,-
